PointID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
3156	4	23	10	0	1	0	0	0	0	0	0	0	0
6631	2	14	2	0	0	0	0	0	0	0	0	0	0
6632	2	14	2	0	0	0	0	0	0	0	0	0	0
6630	2	14	2	0	0	0	0	0	0	0	0	0	0
6625	2	14	2	0	0	0	0	0	0	0	0	0	0
6624	2	14	2	0	0	0	0	0	0	0	0	0	0
6629	2	14	2	0	0	0	0	0	0	0	0	0	0
6628	2	14	2	0	0	0	0	0	0	0	0	0	0
6627	2	14	2	0	0	0	0	0	0	0	0	0	0
6626	2	14	2	0	0	0	0	0	0	0	0	0	0
6634	2	14	2	0	0	0	0	0	0	0	0	0	0
6633	2	14	2	0	0	0	0	0	0	0	0	0	0
6636	2	14	2	0	0	0	0	0	0	0	0	0	0
6635	2	14	2	0	0	0	0	0	0	0	0	0	0
6637	2	14	2	0	0	0	0	0	0	0	0	0	0
6665	5	17	10	3	0	0	0	0	0	0	0	0	0
6675	3	13	11	1	0	0	0	0	0	0	0	0	0
6674	2	13	11	1	0	0	0	0	0	0	0	0	0
6666	7	16	9	4	0	0	0	0	0	0	0	0	0
6667	7	16	9	4	0	0	0	0	0	0	0	0	0
6687	0	10	0	0	0	0	0	0	0	0	0	0	0
6686	3	13	11	1	0	0	0	0	0	0	0	0	0
6677	6	14	7	1	1	0	0	0	0	0	0	0	0
6690	6	19	18	0	1	0	0	0	0	0	0	0	0
6688	0	10	0	0	0	0	0	0	0	0	0	0	0
6689	4	18	16	1	1	0	0	0	0	0	0	0	0
7757	2	14	16	1	1	1	0	0	0	0	0	0	0
7758	2	14	16	1	1	1	0	0	0	0	0	0	0
3964	0	0	1	0	0	0	0	0	0	0	0	0	0
3939	1	7	3	1	0	0	0	0	0	0	0	0	0
7727	2	23	15	0	1	1	0	0	0	0	0	0	0
7726	2	23	15	0	1	1	0	0	0	0	0	0	0
7730	4	19	14	1	1	0	0	0	0	0	0	0	0
7735	0	0	0	0	0	0	0	0	1	0	0	0	0
7742	2	23	15	0	1	1	0	0	0	0	0	0	0
7743	2	23	15	0	1	1	0	0	0	0	0	0	0
7745	2	23	15	0	1	1	0	0	0	0	0	0	0
7744	2	23	15	0	1	1	0	0	0	0	0	0	0
7746	2	23	15	0	1	1	0	0	0	0	0	0	0
8007	2	10	2	1	1	0	0	0	0	0	0	0	0
8005	0	5	4	2	1	0	0	0	0	0	0	0	0
3895	2	21	6	1	1	0	0	0	0	0	0	0	0
3894	1	22	8	0	1	0	0	0	0	0	0	0	0
3896	2	22	7	0	1	0	0	0	0	0	0	0	0
3893	1	22	8	0	1	0	0	0	0	0	0	0	0
8043	1	15	21	1	1	1	0	0	0	0	0	0	0
8037	2	21	6	0	1	0	0	0	0	0	0	0	0
8009	2	10	2	1	1	0	0	0	0	0	0	0	0
8008	1	10	2	1	1	0	0	0	0	0	0	0	0
8011	6	19	6	1	1	0	0	0	0	0	0	0	0
8012	4	22	12	0	0	1	0	0	0	0	0	0	0
8010	8	21	2	1	1	0	0	0	0	0	0	0	0
7814	2	23	14	1	1	1	0	0	0	0	0	0	0
7815	2	23	15	0	1	1	0	0	0	0	0	0	0
7816	2	23	14	1	1	1	0	0	0	0	0	0	0
7817	2	23	15	0	1	1	0	0	0	0	0	0	0
7818	2	23	14	1	1	1	0	0	0	0	0	0	0
7819	2	23	15	0	1	1	0	0	0	0	0	0	0
7820	2	23	14	1	1	1	0	0	0	0	0	0	0
7823	2	14	16	1	1	1	0	0	0	0	0	0	0
7824	2	14	16	1	1	1	0	0	0	0	0	0	0
7831	2	2	0	0	0	0	0	0	0	0	0	0	0
7841	5	23	13	2	1	1	0	0	0	0	0	0	0
7842	5	23	13	2	1	1	0	0	0	0	0	0	0
7834	2	2	0	0	0	0	0	0	0	0	0	0	0
7833	2	2	0	0	0	0	0	0	0	0	0	0	0
7832	2	2	0	0	0	0	0	0	0	0	0	0	0
7898	3	21	9	0	1	0	0	0	0	0	0	0	0
7899	5	28	6	0	1	0	0	0	0	0	0	0	0
3857	1	11	3	1	0	0	0	0	0	0	0	0	0
3871	6	13	3	0	1	0	0	0	0	0	0	0	0
3870	6	13	3	0	1	0	0	0	0	0	0	0	0
7889	6	18	12	0	1	1	0	0	0	0	0	0	0
3868	0	8	0	1	0	0	0	0	0	0	0	0	0
3784	5	10	2	1	1	0	0	0	0	0	0	0	0
3782	5	10	2	1	1	0	0	0	0	0	0	0	0
3783	5	10	2	1	1	0	0	0	0	0	0	0	0
6457	0	8	12	0	0	0	0	0	0	0	0	0	0
7900	5	28	6	0	1	0	0	0	0	0	0	0	0
7935	3	16	6	0	1	0	0	0	0	0	0	0	0
7936	3	16	6	0	1	0	0	0	0	0	0	0	0
7937	3	16	6	0	1	0	0	0	0	0	0	0	0
7938	3	16	6	0	1	0	0	0	0	0	0	0	0
7934	0	13	0	0	1	0	0	0	0	0	0	0	0
7944	4	17	16	2	2	0	0	0	0	0	0	0	0
7943	4	17	16	2	2	0	0	0	0	0	0	0	0
7962	3	16	6	0	1	0	0	0	0	0	0	0	0
7963	3	16	6	0	1	0	0	0	0	0	0	0	0
7960	3	16	6	0	1	0	0	0	0	0	0	0	0
7961	3	16	6	0	1	0	0	0	0	0	0	0	0
7965	3	16	6	0	1	0	0	0	0	0	0	0	0
7964	3	16	6	0	1	0	0	0	0	0	0	0	0
7967	3	16	6	0	1	0	0	0	0	0	0	0	0
7966	3	16	6	0	1	0	0	0	0	0	0	0	0
7968	3	16	6	0	1	0	0	0	0	0	0	0	0
7987	1	10	2	1	1	0	0	0	0	0	0	0	0
7986	1	10	2	1	1	0	0	0	0	0	0	0	0
3635	1	15	6	1	0	0	0	0	0	0	0	0	0
3636	1	15	6	1	0	0	0	0	0	0	0	0	0
6488	0	2	4	2	0	0	0	0	0	0	0	0	0
6489	0	2	4	2	0	0	0	0	0	0	0	0	0
6486	0	2	4	2	0	0	0	0	0	0	0	0	0
6487	0	2	4	2	0	0	0	0	0	0	0	0	0
6484	0	4	4	2	0	0	0	0	0	0	0	0	0
6485	0	2	4	2	0	0	0	0	0	0	0	0	0
6482	2	21	6	2	1	0	0	0	0	0	0	0	0
6483	0	4	4	2	0	0	0	0	0	0	0	0	0
6480	1	22	8	1	1	0	0	0	0	0	0	0	0
6481	2	21	6	2	1	0	0	0	0	0	0	0	0
6479	1	22	8	1	1	0	0	0	0	0	0	0	0
6477	1	22	8	1	1	0	0	0	0	0	0	0	0
6478	1	22	8	1	1	0	0	0	0	0	0	0	0
6474	0	3	6	1	0	0	0	0	0	0	0	0	0
6493	6	12	4	0	1	0	0	0	0	0	0	0	0
6494	6	12	4	0	1	0	0	0	0	0	0	0	0
6495	6	12	4	0	1	0	0	0	0	0	0	0	0
6496	6	12	4	0	1	0	0	0	0	0	0	0	0
6497	4	13	3	0	1	0	0	0	0	0	0	0	0
6498	4	13	3	0	1	0	0	0	0	0	0	0	0
6499	4	13	3	0	1	0	0	0	0	0	0	0	0
6490	0	2	4	2	0	0	0	0	0	0	0	0	0
6491	0	2	4	2	0	0	0	0	0	0	0	0	0
6492	0	2	4	2	0	0	0	0	0	0	0	0	0
3608	2	19	14	3	0	0	0	0	0	0	0	0	0
3615	3	7	0	0	0	0	0	0	0	0	0	0	0
3614	3	7	0	0	0	0	0	0	0	0	0	0	0
3617	3	7	0	0	0	0	0	0	0	0	0	0	0
3616	8	20	2	2	1	0	0	0	0	0	0	0	0
3624	2	18	15	3	0	0	0	0	0	0	0	0	0
3625	2	2	2	0	0	0	0	0	0	0	0	0	0
3573	2	15	7	1	0	0	0	0	0	0	0	0	0
3576	1	6	4	0	0	0	0	0	0	0	0	0	0
3575	2	19	14	3	0	0	0	0	0	0	0	0	0
3578	3	19	9	0	1	0	0	0	0	0	0	0	0
3577	3	19	9	0	1	0	0	0	0	0	0	0	0
6118	2	11	3	1	0	0	0	0	0	0	0	0	0
6117	2	11	3	1	0	0	0	0	0	0	0	0	0
3581	2	2	2	0	0	0	0	0	0	0	0	0	0
3584	5	13	13	0	1	0	0	0	0	0	0	0	0
6157	2	11	3	1	0	0	0	0	0	0	0	0	0
6158	2	11	3	1	0	0	0	0	0	0	0	0	0
6159	2	11	3	1	0	0	0	0	0	0	0	0	0
7289	0	22	2	0	0	0	0	0	0	0	0	0	0
7288	4	20	4	0	0	0	0	0	0	0	0	0	0
7287	4	20	4	0	0	0	0	0	0	0	0	0	0
7286	0	22	2	0	0	0	0	0	0	0	0	0	0
7280	4	20	4	0	0	0	0	0	0	0	0	0	0
6160	2	11	3	1	0	0	0	0	0	0	0	0	0
7291	4	20	4	0	0	0	0	0	0	0	0	0	0
7290	4	20	4	0	0	0	0	0	0	0	0	0	0
7266	0	5	17	0	0	1	0	0	0	0	0	0	0
7268	5	16	9	1	1	0	0	0	0	0	0	0	0
7278	0	22	2	0	0	0	0	0	0	0	0	0	0
7279	4	20	4	0	0	0	0	0	0	0	0	0	0
7240	0	18	7	0	1	0	0	0	0	0	0	0	0
7245	0	17	8	0	1	0	0	0	0	0	0	0	0
7246	5	17	9	0	1	0	0	0	0	0	0	0	0
7247	5	17	9	0	1	0	0	0	0	0	0	0	0
7241	0	17	8	0	1	0	0	0	0	0	0	0	0
7242	0	18	7	0	1	0	0	0	0	0	0	0	0
7243	0	17	8	0	1	0	0	0	0	0	0	0	0
7244	0	18	7	0	1	0	0	0	0	0	0	0	0
7239	0	17	8	0	1	0	0	0	0	0	0	0	0
7238	0	18	7	0	1	0	0	0	0	0	0	0	0
7254	4	23	10	0	1	0	0	0	0	0	0	0	0
7255	4	23	10	0	1	0	0	0	0	0	0	0	0
7233	0	4	0	1	0	0	0	0	0	0	0	0	0
7232	0	4	0	1	0	0	0	0	0	0	0	0	0
7237	0	4	0	1	0	0	0	0	0	0	0	0	0
7236	0	2	1	0	0	0	0	0	0	0	0	0	0
7235	0	2	1	0	0	0	0	0	0	0	0	0	0
7234	0	4	0	1	0	0	0	0	0	0	0	0	0
3599	3	6	2	0	0	0	0	0	0	0	0	0	0
7201	2	20	6	1	0	0	0	0	0	0	0	0	0
7200	2	20	6	1	0	0	0	0	0	0	0	0	0
7215	1	3	3	0	0	0	0	0	0	0	0	0	0
2003	2	3	0	0	0	0	0	0	0	0	0	0	0
2002	2	3	0	0	0	0	0	0	0	0	0	0	0
7208	4	8	6	1	0	0	0	0	0	0	0	0	0
7312	2	11	0	1	0	0	0	0	0	0	0	0	0
7313	2	11	0	1	0	0	0	0	0	0	0	0	0
4064	2	4	5	1	0	0	0	0	0	0	0	0	0
4063	2	4	5	1	0	0	0	0	0	0	0	0	0
3507	3	15	6	1	0	0	0	0	0	0	0	0	0
3506	3	15	6	1	0	0	0	0	0	0	0	0	0
3504	4	8	1	0	0	0	0	0	0	0	0	0	0
6224	1	17	4	0	1	0	0	0	0	0	0	0	0
6225	2	10	4	1	0	0	0	0	0	0	0	0	0
6216	1	4	1	0	1	0	0	0	0	0	0	0	0
6215	1	4	1	0	1	0	0	0	0	0	0	0	0
6218	1	4	1	0	1	0	0	0	0	0	0	0	0
6217	1	4	1	0	1	0	0	0	0	0	0	0	0
6214	1	17	4	0	1	0	0	0	0	0	0	0	0
6226	2	11	4	0	1	0	0	0	0	0	0	0	0
6227	2	10	4	1	0	0	0	0	0	0	0	0	0
6228	2	11	4	0	1	0	0	0	0	0	0	0	0
6234	2	10	4	1	0	0	0	0	0	0	0	0	0
6233	2	10	4	0	1	0	0	0	0	0	0	0	0
6232	1	11	3	1	0	0	0	0	0	0	0	0	0
6239	2	10	4	1	0	0	0	0	0	0	0	0	0
6246	2	10	4	0	1	0	0	0	0	0	0	0	0
6245	2	10	4	0	1	0	0	0	0	0	0	0	0
6244	2	10	4	0	1	0	0	0	0	0	0	0	0
6243	2	10	4	0	1	0	0	0	0	0	0	0	0
6242	2	10	4	0	1	0	0	0	0	0	0	0	0
6241	2	10	4	1	0	0	0	0	0	0	0	0	0
6240	2	10	4	1	0	0	0	0	0	0	0	0	0
4014	6	12	4	0	1	0	0	0	0	0	0	0	0
4011	6	12	4	0	1	0	0	0	0	0	0	0	0
4031	1	17	16	0	1	1	0	0	0	0	0	0	0
7362	7	20	10	1	0	1	0	0	0	0	0	0	0
7379	2	11	3	1	0	0	0	0	0	0	0	0	0
7389	0	13	2	1	0	0	0	0	0	0	0	0	0
7380	2	11	3	1	0	0	0	0	0	0	0	0	0
7381	2	11	3	1	0	0	0	0	0	0	0	0	0
7382	2	11	3	1	0	0	0	0	0	0	0	0	0
7345	6	14	8	1	1	0	0	0	0	0	0	0	0
7350	0	9	9	0	0	0	0	0	0	0	0	0	0
7348	0	9	9	0	0	0	0	0	0	0	0	0	0
7349	0	5	13	0	0	0	0	0	0	0	0	0	0
7432	2	5	2	0	1	0	0	0	0	0	0	0	0
7433	2	5	2	0	1	0	0	0	0	0	0	0	0
7428	2	5	2	0	1	0	0	0	0	0	0	0	0
7427	2	5	2	0	1	0	0	0	0	0	0	0	0
2277	6	14	8	1	1	0	0	0	0	0	0	0	0
2276	6	14	8	1	1	0	0	0	0	0	0	0	0
2275	6	14	8	1	1	0	0	0	0	0	0	0	0
2274	6	14	8	1	1	0	0	0	0	0	0	0	0
2273	6	14	8	1	1	0	0	0	0	0	0	0	0
2272	6	14	8	1	1	0	0	0	0	0	0	0	0
2299	1	18	5	1	0	0	0	0	0	0	0	0	0
2242	1	18	5	1	0	0	0	0	0	0	0	0	0
2243	1	18	5	1	0	0	0	0	0	0	0	0	0
7464	2	5	2	0	1	0	0	0	0	0	0	0	0
7463	2	5	2	0	1	0	0	0	0	0	0	0	0
3388	4	22	12	2	2	0	0	0	0	0	0	0	0
2245	1	18	5	1	0	0	0	0	0	0	0	0	0
2244	1	18	5	1	0	0	0	0	0	0	0	0	0
2246	1	18	5	1	0	0	0	0	0	0	0	0	0
3387	4	22	12	2	2	0	0	0	0	0	0	0	0
7489	0	0	0	2	0	0	0	0	0	0	0	0	0
7490	0	0	0	2	0	0	0	0	0	0	0	0	0
7506	0	0	4	0	0	0	0	0	0	0	0	0	0
7507	0	0	4	0	0	0	0	0	0	0	0	0	0
7505	0	0	4	0	0	0	0	0	0	0	0	0	0
7532	6	17	8	2	0	0	0	0	0	0	0	0	0
7533	6	17	8	2	0	0	0	0	0	0	0	0	0
7522	3	7	6	0	1	0	0	0	0	0	0	0	0
7521	3	7	6	0	1	0	0	0	0	0	0	0	0
7518	3	7	6	0	1	0	0	0	0	0	0	0	0
7517	3	7	6	0	1	0	0	0	0	0	0	0	0
7553	3	15	15	2	1	1	0	0	0	0	0	0	0
7554	2	14	16	1	1	1	0	0	0	0	0	0	0
7555	2	14	16	1	1	1	0	0	0	0	0	0	0
7556	7	17	18	0	1	1	0	0	0	0	0	0	0
7550	7	17	18	0	1	1	0	0	0	0	0	0	0
7551	3	15	15	2	1	1	0	0	0	0	0	0	0
7552	3	15	15	2	1	1	0	0	0	0	0	0	0
7549	7	17	18	0	1	1	0	0	0	0	0	0	0
7538	0	5	1	1	0	0	0	0	0	0	0	0	0
7537	0	5	1	1	0	0	0	0	0	0	0	0	0
7536	0	5	1	1	0	0	0	0	0	0	0	0	0
7535	0	5	1	1	0	0	0	0	0	0	0	0	0
6061	3	7	1	1	0	0	0	0	0	0	0	0	0
2182	2	11	5	1	0	0	0	0	0	0	0	0	0
2181	2	11	5	1	0	0	0	0	0	0	0	0	0
2184	3	20	11	2	0	1	0	0	0	0	0	0	0
2183	3	21	10	2	0	1	0	0	0	0	0	0	0
2186	3	22	12	2	2	0	0	0	0	0	0	0	0
2185	3	21	12	2	2	0	0	0	0	0	0	0	0
2188	3	22	12	2	2	0	0	0	0	0	0	0	0
2187	3	21	10	2	0	1	0	0	0	0	0	0	0
2180	2	11	5	1	0	0	0	0	0	0	0	0	0
2178	0	14	7	1	0	0	0	0	0	0	0	0	0
2179	2	11	5	1	0	0	0	0	0	0	0	0	0
2173	0	18	4	1	0	1	0	0	0	0	0	0	0
2172	0	28	5	4	0	1	0	0	0	0	0	0	0
2171	0	28	5	4	0	1	0	0	0	0	0	0	0
2170	0	28	5	4	0	1	0	0	0	0	0	0	0
2177	0	14	7	1	0	0	0	0	0	0	0	0	0
2176	0	14	7	1	0	0	0	0	0	0	0	0	0
2175	0	14	7	1	0	0	0	0	0	0	0	0	0
2174	0	14	7	1	0	0	0	0	0	0	0	0	0
2169	0	28	5	4	0	1	0	0	0	0	0	0	0
2167	0	18	4	1	0	1	0	0	0	0	0	0	0
2168	0	29	4	4	0	1	0	0	0	0	0	0	0
2164	0	28	5	4	0	1	0	0	0	0	0	0	0
2163	0	28	5	4	0	1	0	0	0	0	0	0	0
2166	0	28	5	4	0	1	0	0	0	0	0	0	0
2165	0	28	5	4	0	1	0	0	0	0	0	0	0
2160	2	10	2	1	1	0	0	0	0	0	0	0	0
2162	0	29	4	4	0	1	0	0	0	0	0	0	0
2161	2	10	2	1	1	0	0	0	0	0	0	0	0
7557	7	17	18	0	1	1	0	0	0	0	0	0	0
7558	3	15	15	2	1	1	0	0	0	0	0	0	0
7559	3	15	15	2	1	1	0	0	0	0	0	0	0
7561	2	14	16	1	1	1	0	0	0	0	0	0	0
7560	3	15	15	2	1	1	0	0	0	0	0	0	0
3277	2	20	6	1	0	0	0	0	0	0	0	0	0
3276	4	10	7	0	0	1	0	0	0	0	0	0	0
7562	2	14	16	1	1	1	0	0	0	0	0	0	0
2125	5	10	2	1	1	0	0	0	0	0	0	0	0
7587	0	5	1	1	0	0	0	0	0	0	0	0	0
7588	0	5	1	1	0	0	0	0	0	0	0	0	0
7592	0	11	0	1	0	0	0	0	0	0	0	0	0
7593	0	11	0	1	0	0	0	0	0	0	0	0	0
7599	2	14	16	1	1	1	0	0	0	0	0	0	0
7598	2	14	16	1	1	1	0	0	0	0	0	0	0
6088	3	7	1	1	0	0	0	0	0	0	0	0	0
5361	1	4	1	0	0	0	0	0	0	0	0	0	0
3287	4	23	10	0	1	0	0	0	0	0	0	0	0
1053	6	18	3	1	0	0	0	0	0	0	0	0	0
1052	5	19	3	1	0	0	0	0	0	0	0	0	0
1055	6	18	3	1	0	0	0	0	0	0	0	0	0
1054	5	19	3	1	0	0	0	0	0	0	0	0	0
1051	6	18	3	1	0	0	0	0	0	0	0	0	0
1000	5	19	3	1	0	0	0	0	0	0	0	0	0
4316	2	14	16	1	1	1	0	0	0	0	0	0	0
4317	2	23	15	0	1	1	0	0	0	0	0	0	0
4318	2	14	16	1	1	1	0	0	0	0	0	0	0
4319	2	22	15	0	1	1	0	0	0	0	0	0	0
4315	2	14	16	1	1	1	0	0	0	0	0	0	0
1009	6	18	3	1	0	0	0	0	0	0	0	0	0
4309	0	12	0	1	0	0	0	0	0	0	0	0	0
4307	4	13	3	0	1	0	0	0	0	0	0	0	0
1006	7	22	3	1	0	0	0	0	0	0	0	0	0
4308	0	17	0	1	0	0	0	0	0	0	0	0	0
1005	8	21	3	1	0	0	0	0	0	0	0	0	0
1008	7	22	3	1	0	0	0	0	0	0	0	0	0
1007	8	21	3	1	0	0	0	0	0	0	0	0	0
1002	5	19	3	1	0	0	0	0	0	0	0	0	0
1001	6	18	3	1	0	0	0	0	0	0	0	0	0
1004	7	22	3	1	0	0	0	0	0	0	0	0	0
1003	8	21	3	1	0	0	0	0	0	0	0	0	0
4336	0	3	1	0	0	0	0	0	0	0	0	0	0
4338	6	13	3	0	1	0	0	0	0	0	0	0	0
1057	6	18	3	1	0	0	0	0	0	0	0	0	0
1056	5	19	3	1	0	0	0	0	0	0	0	0	0
690	0	2	1	0	0	0	0	0	0	0	0	0	0
691	0	2	1	0	0	0	0	0	0	0	0	0	0
679	0	0	0	16	12	0	0	0	0	0	0	0	0
672	0	8	4	1	0	0	0	0	0	0	0	0	0
673	0	8	4	1	0	0	0	0	0	0	0	0	0
676	0	0	0	16	12	0	0	0	0	0	0	0	0
677	0	0	0	16	12	0	0	0	0	0	0	0	0
678	0	0	0	16	12	0	0	0	0	0	0	0	0
681	0	2	1	0	0	0	0	0	0	0	0	0	0
684	0	2	1	0	0	0	0	0	0	0	0	0	0
682	0	2	1	0	0	0	0	0	0	0	0	0	0
683	0	2	1	0	0	0	0	0	0	0	0	0	0
688	0	2	1	0	0	0	0	0	0	0	0	0	0
689	0	2	1	0	0	0	0	0	0	0	0	0	0
1159	7	21	9	3	0	1	0	0	0	0	0	0	0
1158	7	21	9	3	0	1	0	0	0	0	0	0	0
1134	0	3	2	0	0	0	0	0	0	0	0	0	0
1120	0	0	0	0	0	0	0	0	1	0	0	0	0
1117	0	0	0	0	0	0	0	0	1	0	0	0	0
1116	0	0	0	0	0	0	0	0	1	0	0	0	0
1130	1	6	0	1	1	0	0	0	0	0	0	0	0
1127	1	6	0	1	1	0	0	0	0	0	0	0	0
1129	1	6	0	1	1	0	0	0	0	0	0	0	0
1128	1	6	0	1	1	0	0	0	0	0	0	0	0
4424	2	14	16	1	1	1	0	0	0	0	0	0	0
4425	2	14	16	1	1	1	0	0	0	0	0	0	0
4422	2	14	16	1	1	1	0	0	0	0	0	0	0
4423	2	14	16	1	1	1	0	0	0	0	0	0	0
4421	0	11	0	1	0	0	0	0	0	0	0	0	0
4420	0	11	0	1	0	0	0	0	0	0	0	0	0
4411	5	10	6	0	1	0	0	0	0	0	0	0	0
4414	2	14	16	1	1	1	0	0	0	0	0	0	0
4415	2	14	16	1	1	1	0	0	0	0	0	0	0
4416	0	5	1	1	0	0	0	0	0	0	0	0	0
4417	0	5	1	1	0	0	0	0	0	0	0	0	0
4479	2	17	8	0	1	0	0	0	0	0	0	0	0
4480	2	17	8	0	1	0	0	0	0	0	0	0	0
4473	0	3	1	0	0	0	0	0	0	0	0	0	0
4474	0	3	1	0	0	0	0	0	0	0	0	0	0
4475	0	3	1	0	0	0	0	0	0	0	0	0	0
4470	0	3	1	0	0	0	0	0	0	0	0	0	0
4471	0	3	1	0	0	0	0	0	0	0	0	0	0
4472	0	3	1	0	0	0	0	0	0	0	0	0	0
4460	2	14	16	1	1	1	0	0	0	0	0	0	0
4461	2	14	16	1	1	1	0	0	0	0	0	0	0
4462	2	22	15	0	1	1	0	0	0	0	0	0	0
4463	2	22	15	0	1	1	0	0	0	0	0	0	0
4445	2	23	15	0	1	1	0	0	0	0	0	0	0
4444	2	23	15	0	1	1	0	0	0	0	0	0	0
4447	0	6	5	1	0	0	0	0	0	0	0	0	0
